id,calories,proteins,fat,carbohydrate,name,image
157,249,3.4,0.4,58,Brem,https://upload.wikimedia.org/wikipedia/commons/c/c4/Brem_Madiun.JPG
158,400,4,0.7,95.3,"Brondong ",https://cdn.idntimes.com/content-images/community/2020/07/lg-k15522919710053-2-25e6aa2e5c1611522cabcd2dad7de10f.jpg
159,141,15.3,3.3,12.6,Brongkos,https://asset.kompas.com/crops/GCuybR2DVru6BFg_rszv6WI4n_g=/0x0:1000x667/780x390/data/photo/2020/11/02/5f9f84e0407e9.jpg
160,23,0.8,0.2,5.2,Buah Atung,https://docplayer.info/docs-images/102/153072846/images/35-4.jpg
161,110,1.4,2.1,21.4,Buah kelenting segar,https://bibitbunga.com/wp-content/uploads/2016/09/tanaman-labu-madu-butternut-squash.jpg
162,38,1.5,0.2,7.5,Buah kelor,https://statik.tempo.co/data/2020/09/18/id_967992/967992_720.jpg
163,264,4,1.1,59.6,Buah kom segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/2/25/8a8932b4-ab82-4346-835e-07171fc1afec.jpg
164,39,0.7,0.2,9.7,Buah Mentega (bisbul),https://cdns.klimg.com/merdeka.com/i/w/news/2020/07/07/1195681/content_images/670x335/20200707152852-1-ilsutrasi-buah-mentega-atau-bisbul-002-nurul-diva-kautsar.jpg
165,87,2.6,2.7,13.1,Buah merah,https://suaramandiri.co/wp-content/uploads/2023/03/Buah-Merah-Papua.jpg
166,71,1.7,3.1,9.1,Buah Naga Merah segar,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//85/MTA-51432240/no-brand_buah-naga-merah-segar-fresh-1-pcs_full01.jpg
167,56,0.8,1,10.9,Buah Naga Putih segar,https://cf.shopee.co.id/file/957f1f3ed49275a0fe2f2d9ac37524e4
168,55,1.2,0.1,12.2,Buah negri segar,https://res.cloudinary.com/dk0z4ums3/image/upload/v1648442001/attached_image/manfaat-buah-markisa-yang-perlu-anda-ketahui.jpg
169,101,1.7,0.6,25.2,Buah Nona,https://www.pantau.com/wp-content/uploads/2022/04/191111044328-buah-nona-buah-langka-yang-memiliki-segundang-manfaat-bagi-kesehatan.jpg
170,78,0.6,0.3,18.2,Buah rotan segar,https://images.tokopedia.net/img/cache/700/hDjmkQ/2022/4/12/ad4d114e-599c-444e-9c1f-afa012cc8316.jpg
171,113,0.8,0.3,26.8,Buah rukam segar,https://manfaat.co.id/wp-content/uploads/2017/08/Screenshot_2.png
172,29,2.1,0.7,3.6,Buah ruruhi segar,https://cdn.shopify.com/s/files/1/0622/5965/9011/products/1_a8cfaab8-ecf5-41e0-a3fa-afc050a13393_1445x.jpg?v=1657438074
173,67,0.4,0.2,15.9,Buah tuppa segar,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
174,365,49.6,4.8,30.8,Buaya daging dendeng mentah,https://cf.shopee.co.id/file/e818d175e0423862b94c46e45e1ce055
175,60,1,60,13,"Bubur ",https://awsimages.detik.net.id/community/media/visual/2021/12/13/resep-bubur-ayam-cincang_43.jpeg?w=1200
176,167,0.2,4,33,Bubur sagu,https://img-global.cpcdn.com/recipes/541f0543f5b40b2a/680x482cq70/bubur-sagu-foto-resep-utama.jpg
177,156,2.3,0.2,15.6,Bubur tinotuan (Manado),https://asset.kompas.com/crops/8IPl4RcIfLh3fkwXhKHPuPHqoz8=/81x22:892x563/750x500/data/photo/2020/05/13/5ebbdec618a37.jpg
178,72,11.4,4.9,1.4,Bulgogi masakan,https://asset.kompas.com/crops/MGdiKvcc-R0j5purun8FmiLeX_U=/0x0:0x0/750x500/data/photo/2020/12/23/5fe2c9413a6ce.jpg
179,212,16.9,0.2,47.6,Bulung Jajan,https://chanelmuslim.com/wp-content/uploads/2016/04/jaje-bulung.jpg
180,237,14.7,0.2,56,Bulung Sangu,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Bulung.jpg/1200px-Bulung.jpg
181,35,2.4,0.2,7.7,Buncis,https://medicillin.com/admin/upload/images/information/584770af1e043.png
182,60,5.1,0.5,8.5,Buncis asam,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/sasefoto/original/35264_asem-asem-buncis.JPG
183,30,2.2,0.2,6.4,Buncis rebus,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/15080206/selain-enak-ini-manfaat-buncis-rebus-yang-baik-untuk-kesehatan-halodoc.jpg
184,45,2.6,0.3,8.1,Bunga pepaya segar,https://images.tokopedia.net/img/cache/500-square/product-1/2017/11/18/6350250/6350250_3b502bca-8413-4817-8625-302d3e4a21c0_626_381.jpg
185,42,2,1.1,6.1,Bunga turi segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/4/19/7e20d10e-a941-42aa-830a-bfa672dc2a81.jpg
186,333,29.3,3.3,50,Bungkil Biji Karet,https://www.pertanianku.com/wp-content/uploads/2021/04/Manfaat-Biji-Karet-Selain-Jadi-Benih.jpg
187,336,37.4,13,30.5,Bungkil Kacang Tanah,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/10/20/34e1ca8b-cb9d-46ae-8088-0c9ea431f9f6.jpg
188,368,23,15,40,Bungkil Kelapa,https://images.tokopedia.net/img/cache/700/hDjmkQ/2022/1/29/4e91f29e-92d7-4178-a7d2-774f994714e1.jpg
189,106,4.4,6.3,7.9,"Buntil ",https://asset.kompas.com/crops/vCayyRtg4fGtL3Y9EnpXrWr_TIw=/3x0:700x465/750x500/data/photo/2021/02/08/6020e623372b3.jpg
190,141,4.4,10.2,8,Buntil daun talas,https://i0.wp.com/borobudurnews.com/wp-content/uploads/2021/05/buntil-daun-talas-khas-Magelang.jpg?fit=979%2C579&ssl=1
191,125.7,3.3,1.9,23.9,"Buras ",https://www.masakapahariini.com/wp-content/uploads/2022/06/resep-buras.jpg
192,281,37.5,0.3,32.1,Burung sarang segar,https://premiumnest-5c4c.kxcdn.com/wp-content/uploads/2016/07/SS_white_900x600-4.jpg
193,38,1.6,0.8,6.3,Cabai gembor merah segar,https://id-test-11.slatic.net/p/26cd07379e953e1da920c5c6d5b4bf00.jpg
194,26,0.7,0.3,5.2,Cabai hijau segar,https://nilaigizi.com/assets/images/produk/produk_1537342967.jpg
195,367,15.9,6.2,61.8,Cabai merah kering,https://images.tokopedia.net/img/cache/700/product-1/2020/1/7/44364556/44364556_3ec62498-a7f5-4370-9a73-06ca62573e39_1024_1024
196,36,1,0.3,7.3,Cabai merah segar,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2019/03/09/2750049933.jpg
197,120,4.7,2.4,19.9,Cabai rawit segar,https://asset.kompas.com/crops/0bQZazreqC3rXuoZOPv1FDQWLl4=/0x0:1000x667/750x500/data/photo/2020/03/26/5e7cbe05c9d12.jpg
198,20,1.7,0.4,3.4,Caisin segar,https://images.tokopedia.net/img/cache/700/product-1/2020/4/5/5400804/5400804_d23967b7-039f-4904-97d8-6a303aae6628_1051_1051.jpg
199,155,20.1,3.8,10.2,Cakalang asar (asap papua),https://indonesiakaya.com/wp-content/uploads/2020/10/Ikan_Asar_yang_sudah_matang_dan_siap_untuk_disajikan_atau_diolah_lagi_.jpg
200,323,4.9,11.5,50.1,Cake tape,https://resepkoki.id/wp-content/uploads/2016/12/Resep-Bolu-Tape.jpg
201,102,3.2,6,8.7,Cammetutu,https://1.bp.blogspot.com/-Zmr_06Y7tCo/Xgw2ac9m9JI/AAAAAAAAEwg/qTFriUUdEGUpqOfGkkxvlY5STGOXhlUiQCLcBGAsYHQ/s1600/Camme%2BTuttu.png
202,366,11,3.3,73,Cantel mentah,https://nilaigizi.com/assets/images/produk/produk_1565757095.jpg
203,97,5.8,6.3,4.2,Cap cai sayur,https://awsimages.detik.net.id/community/media/visual/2021/12/25/resep-capcay-kuah-kental.jpeg?w=1200
204,24,1.9,0.2,3.7,Carica papaya segar,https://i0.wp.com/ygi.or.id/wp-content/uploads/2021/10/Manfaat-pepaya-www.ygi_.or_.id_.jpg?resize=678%2C381&ssl=1
205,460,0.8,18.7,17.2,Cassavastick,https://img-global.cpcdn.com/recipes/28197e7ad5840e48/680x482cq70/cassava-cheese-stick-with-veggies-foto-resep-utama.jpg
206,116,3,0.4,28.6,Cempedak,https://images.genpi.co/uploads/kalbar/arsip/normal/2022/07/15/buah-cempedak-foto-istockphotocom-n3j5.jpg
207,330,5.2,8.9,57.4,Cengkeh kering,https://nilaigizi.com/assets/images/produk/produk_1537345513.jpg
208,332,11,3.3,73,Centel,https://img.freepik.com/free-photo/heap-millet-seeds-dark-background_1150-38166.jpg?w=1060&t=st=1683885686~exp=1683886286~hmac=d9a1010ca20cfd33db12bc7a1c50098ab7bba4f439fd6de5ee690bc62d2f9230
209,462,1.2,20.7,67.7,Ceriping getuk singkong,https://cf.shopee.co.id/file/ee6c6b19853ec0734ceff90d980e685c
210,168,13,9.6,7.5,Chicken teriyaki masakan,https://img-global.cpcdn.com/recipes/ff7dc38da72458fa/680x482cq70/ayam-teriyaki-ala-hokben-foto-resep-utama.jpg
211,143,9.8,1.4,22.8,Chikiniku masakan,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
212,311,8,4,48.9,Coklat bubuk,https://static.sehatq.com/content/review/image/1622196432.jpeg
213,472,2,29.8,62.7,Coklat Manis batang,https://www.mampu.or.id/wp-content/uploads/2022/10/6007a9065cace.jpeg
214,504,5.5,52.9,29.2,Coklat Pahit batang,https://nilaigizi.com/assets/images/produk/produk_1535873875.jpg
215,381,9,35,53.6,Coklat Susu batang,https://www.nyonyor.com/wp-content/uploads/2018/11/Harga-Coklat-Batangan-Terbaru-540x350.jpg
216,210,1.6,6.6,35.8,"Combro ",https://assets.suaramerdeka.com/crop/7x38:699x495/750x500/webp/photo/2021/11/01/2899515089.jpg
217,241,16,25,0,Corned Beef,https://www.jessicagavin.com/wp-content/uploads/2023/03/corned-beef-hash-15-1200.jpg
218,96,6.8,5.9,3.8,Coto mangkasara kuda masakan,https://eljohnnews.com/wp-content/uploads/2018/08/Wisata-Kuliner-Coto-Makassar.png
219,84,6,6,1.4,Coto mangkasara sapi masakan,https://asset.kompas.com/crops/ljY1r3f3HJaNEuLip3iARQOaK-E=/0x1226:3000x3226/750x500/data/photo/2021/06/11/60c2acf88c6f0.jpg
220,145,27,2.3,0,Cue Selar Kuning,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/14/a5d8db60-6ecb-4ddc-9375-7d0e6c35ad79.jpg
221,12,0.1,0.1,5,Cuka,https://images.bisnis.com/posts/2021/02/01/1350454/cuka.jpg
222,265,40.6,10.1,0,Cumi-cumi goreng,https://i0.wp.com/resepmasakandapurarie.com/wp-content/uploads/2014/09/Resep-Cumi-Goreng-Tepung-Crispy-.jpg
223,75,16.1,0.7,0.1,Cumi-cumi segar,https://www.malang-guidance.com/wp-content/uploads/2018/02/Supplier-Cumi-Segar-Malang.jpg
224,190,19.1,12,0,Daging Anak Sapi,https://media.istockphoto.com/id/1138359907/id/foto/daging-escalope-potongan-daging-mentah.jpg?s=612x612&w=0&k=20&c=z5mFkMyiVftjcWw5Ll8ghKdWcK0k6byDA6azNQXr7R8=
225,191,32,6,0,Daging Asap,https://asset.kompas.com/crops/hysnw0J-U1aA8CzBNW5j_uEC3s8=/0x476:1080x1196/750x500/data/photo/2022/03/22/6239bc36b14f4.jpg
226,457,11.6,45,0,Daging Babi Gemuk,https://assets.pikiran-rakyat.com/crop/0x53:1280x855/x/photo/2020/05/11/151297858.jpg
227,376,14.1,35,0,Daging Babi Kurus,https://png.pngtree.com/thumb_back/fw800/background/20220318/pngtree-photo-of-fresh-pork-and-lean-meat-image_1019860.jpg
228,206,17.1,14.8,0,Daging Domba,https://news.unair.ac.id/wp-content/uploads/2020/10/Daging-Domba.jpg
229,154,16.6,9.2,0,Daging Kambing,https://imgx.parapuan.co/crop/0x0:0x0/x/photo/2021/07/20/istock-538918713jpg-20210720042557.jpg
230,84,18.7,0.5,0,Daging Kerbau,https://awsimages.detik.net.id/community/media/visual/2016/07/15/209987a0-2b65-461e-aec5-e7432a4012f2_169.jpg?w=700&q=90
231,118,18.1,4.1,0.9,Daging Kuda,https://awsimages.detik.net.id/community/media/visual/2021/07/29/fakta-daging-kuda-2.jpeg?w=724
232,207,18.8,14,0,Daging Sapi,https://asset.kompas.com/crops/loXNzgMXFEX_3avDpy_53_3rXsU=/1x0:1000x666/750x500/data/photo/2021/07/14/60ee601a87545.jpg
233,27,1.3,0.6,4,Daun bangun-bangun segar,https://assets-a1.kompasiana.com/items/album/2021/11/23/bangun-bangun-bks-619c4900c26b7758a7749f33.jpg
234,29,1.8,0.7,5.2,Daun Bawang,https://asset.kompas.com/crops/u8jpueVME4sJk32KP-0Rnjg9o1I=/479x0:1500x681/750x500/data/photo/2022/05/07/6275586c1ce7d.jpg
235,41,2,0.3,7.8,Daun bawang  merah segar,https://media.istockphoto.com/id/597675376/id/foto/daun-bawang-merah-segar.jpg?s=1024x1024&w=is&k=20&c=vjx8lvI9LQGkXe24K8FT_GTriW-k3B1azWaSWpAiQwY=
236,41,2.7,1,7.3,Daun bebuas segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/26/eb897228-88e3-49ce-8fad-40ba10721e37.jpg
237,50,4.4,1.4,7.8,Daun belem segar,https://lzd-img-global.slatic.net/g/p/92f6ecf8d15adbd5af6f3045c6bf6bbb.jpg_720x720q80.jpg
238,42,1.8,0.5,9.4,Daun Beluntas,https://res.cloudinary.com/dk0z4ums3/image/upload/v1616413651/attached_image/5-manfaat-daun-beluntas-untuk-kesehatan.jpg
239,122,6,1,26,Daun Cincau,https://cdns.klimg.com/merdeka.com/i/w/news/2020/09/04/1216320/content_images/670x335/20200904010226-2-ilustrasi-cincau-perdu-premna-oblongifolia-001-tantri-setyorini.jpg
240,60,3.1,0.3,14,Daun Gandaria,https://www.socfindoconservation.co.id/asset/plant/701-1-pterospermum-javanicum.jpg
241,58,2.9,0.7,10,Daun gedi besar segar,https://cdns.klimg.com/merdeka.com/i/w/news/2020/10/13/1231070/content_images/670x335/20201013233812-2-ilustrasi-daun-gedi-001-tantri-setyorini.jpg
242,30,1.3,0.7,5.8,Daun gelang segar,https://images.tokopedia.net/img/cache/700/product-1/2018/1/9/12396679/12396679_0dc228fb-e120-4f24-9d2e-da5123ba2f53_500_443.jpg
243,50,4.6,0.9,7,Daun gunda bali segar,https://www.satuharapan.com/uploads/pics/news_77177_1515750542.jpg
244,62,4.2,0.9,9.2,Daun gunda serang segar,https://www.satuharapan.com/uploads/pics/news_77177_1515750542.jpgg
245,73,4.6,0.5,16.2,Daun Jambu Mete muda,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/6/12/d3d20ad6-e9fc-4656-9ad4-6ce95d19d6a4.jpg
246,34,3.8,0.5,5.3,Daun jampang segar,https://lzd-img-global.slatic.net/g/ff/kf/S414251a362064f0283c21a801e20329ci.jpg_720x720q80.jpg
247,93,5,1.3,15.3,Daun jawaw seluang segar,https://thumb.antvklik.com/images/thumbs/2022/11/28/638495d5b1931-daun-singkong_antvklik_1265_711.jpg
248,27,2.1,0.7,4.4,Daun jonghe segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/12/28/698aba7a-5d6b-4adc-be53-9088d5c02d4c.jpg
249,36,2.9,0.6,6.8,Daun kacang ma segar,https://cdns.klimg.com/merdeka.com/i/w/news/2020/06/30/1193302/540x270/6-manfaat-daun-kacang-panjang-untuk-kesehatan-melancarkan-asi-hingga-cegah-anemia.jpg
250,34,4.1,0.4,5.8,Daun Kacang Panjang,https://assets-a2.kompasiana.com/items/album/2015/06/11/143403317310358818361.JPG?t=o&v=500
251,40,3.7,0.3,8,Daun Kacang Panjang kukus,https://img-global.cpcdn.com/recipes/4ec6b371c573cabe/680x482cq70/sayur-bobor-lembayung-daun-kacang-panjang-foto-resep-utama.jpg
252,30,3.1,0.3,5.8,Daun kacang panjang segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/2/4/5c0dd4cf-a160-41ef-8b53-d6fe2c574194.jpg
253,92,4,3.6,10.9,Daun kasbi/singkong karet segar,https://s1.bukalapak.com/img/63611371791/large/data.jpeg
254,59,4.8,1,11,Daun Katuk,https://sikia.unair.ac.id/wp-content/uploads/2022/04/daunkatuk.png
255,53,5.3,0.9,9.1,Daun katuk rebus,https://img-global.cpcdn.com/recipes/68161cf2088797fc/680x482cq70/rebus-daun-katuk-foto-resep-utama.jpg
256,59,6.4,1,9.9,Daun katuk segar,https://images.tokopedia.net/img/cache/500-square/product-1/2018/11/8/1626651/1626651_18da08cc-9923-436e-9efe-69934ac75af0_700_393.jpg
257,47,5,0.5,8.5,Daun Kecipir,https://1.bp.blogspot.com/-moRYlTt2bEM/X9bjZhiWvSI/AAAAAAAAD_c/nVwXkhZK_00JrQf6hOIrTdhb3J_Ci30cQCLcBGAsYHQ/s1055/Psophocarpus%2Btetragonolobus%2BKecipir%2B19.jpg
258,59,2.8,0.3,13.4,Daun Kedondong,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/1/3/24b383ed-0957-44ff-a84e-63251c4d77ed.jpg
259,82,6.7,1.7,14.3,Daun Kelor,https://diskes.badungkab.go.id/storage/diskes/image/WhatsApp%20Image%202023-01-30%20at%2013.55.59.jpeg
260,61,6.1,0.9,10,Daun Kelor rebus,https://img-global.cpcdn.com/recipes/ed600b784cb28839/680x482cq70/daun-kelor-rebus-foto-resep-utama.jpg
261,46,4,0.5,8.9,Daun Kemangi,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2021/11/01025747/ini-4-manfaat-daun-kemangi-yang-jarang-diketahui-halodoc.jpg
262,45,3.7,0.5,6.6,Daun kenikir segar,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/12/18/1000776031.jpg
263,48,4.5,0.8,9.1,Daun kesum segar,https://id-test-11.slatic.net/p/764fec8a7c2b4aab6a2355fc945e85c7.png
264,22,2.1,0.5,3.6,Daun kol sawi segar,https://asset.kompas.com/crops/MsuwGORqaxVW-qpj97DoEK4RTLs=/293x0:1145x568/780x390/data/photo/2021/09/27/61517629bbd33.jpg
265,23,3,0.3,3.7,Daun Koro,https://tanamankoropedang.files.wordpress.com/2011/10/bunga-koro-pedang41.jpg
266,51,2.5,1.1,8,Daun kubis segar,https://nilaigizi.com/assets/images/produk/produk_1599051215.jpg
267,14,1.3,0.3,2.3,Daun Kumak,https://blog.kuranesia.com/wp-content/uploads/2020/12/siomak-makanan-kura-kura-1024x768.jpg
268,60,4,0.4,4.7,Daun Labu Siam,https://aksikata.com/wp-content/uploads/2019/05/daun-labu-siam.jpg
269,30,3.6,0.6,4.5,Daun Labu Waluh,https://www.parenting.co.id/img/images/B1.jpg
270,87,8.3,1.8,14.4,Daun lamtoro segar,https://images.tokopedia.net/img/cache/700/product-1/2019/8/18/2557427/2557427_56747d87-c701-4023-80e8-2afe684f3653_480_480.jpg
271,76,2.8,0.2,15.8,Daun leilem segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/9/25/83b72d5f-d787-44e2-8948-a39c39825c37.jpg
272,45,4.7,0.5,8.1,Daun Leunca,https://www.bengkuluinteraktif.com/sites/default/files/articles/Pucuk%20Lumai.jpg
273,30,2.3,0.4,5.8,Daun Lobak,https://cms.sehatq.com/public/img/article_img/9-manfaat-daun-lobak-yang-tidak-diduga-duga-1606467271.jpg
274,40,3,0.8,7.4,Daun Lompong Tales,https://akcdn.detik.net.id/visual/2015/02/24/8175622a-42e8-494b-a380-e9a910f492bc_169.jpg?w=650
275,54,3.7,0.3,11.8,Daun Mangkokan,https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/08/daun-mangkokan-sajian-sedap.jpg?fit=960%2C631&ssl=1
276,71,6.8,1.6,11.5,Daun matel ambon segar,https://i.ytimg.com/vi/lPwmWQFW8nU/maxresdefault.jpg
277,99,5,1.3,21.3,Daun Melinjo,https://goleksayur.com/data/images/product/IMG10160.jpg
278,63,3.8,1.5,11.5,Daun Mengkudu Kukus,https://img-global.cpcdn.com/recipes/49833231f339c1b4/680x482cq70/pilas-pindang-daun-mengkudu-foto-resep-utama.jpg
279,166,1.7,0.5,38.8,Daun ndusuk segar,https://ngkiong.com/wp-content/uploads/2020/12/senggani-1-e1609032934136.jpg
280,22,1,0.1,5.3,Daun Oyong,https://arafuru.com/wp-content/uploads/2014/08/menanam-gambas-agar-tumbuh-subur.jpg
281,22,1,0.1,5.3,Daun oyong segar,https://cdn.antaranews.com/cache/730x487/2018/07/daun-oyong.jpg
282,35,4,0.3,6.4,Daun Pakis,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/11085513/Jarang-Diketahui-Ini-X-Manfaat-Sayur-Pakis-bagi-Kesehatan.jpg
283,54,2.2,3.6,3.1,Daun pakis longgiho segar,https://id-live-01.slatic.net/p/e5fc6e2239f19bbaad5350801bd5ec35.jpg
284,39,4.5,0.4,6.9,Daun pakis segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/4/fc5f220f-8450-4e87-b3a6-6f9d1704ba02.jpg
285,53,3.4,1.2,7.2,Daun pakis wambateu segar,https://id-test-11.slatic.net/p/9448936aa018ceea1ad7c824279ab700.jpg
286,29,3.4,0.1,6.5,Daun paku segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/4/fc5f220f-8450-4e87-b3a6-6f9d1704ba02.jpgg
287,104,3.9,0.6,17.9,Daun pangisegar,https://img-cdn.medkomtek.com/rXX054UODp71SG3R3ZbIyuVlswY=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/cWS8XiCC8wtp6UT-piKna/original/057796300_1575283178-Daun-Pangi-Obati-HIV-AIDS-Mitos-atau-Fakta-by-basabali.jpg
288,49,2.7,1,8.4,Daun pare segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/11/14/84ab160b-18bb-4c17-815c-b86869bcd9a2.jpg
289,87,8,2,11.9,Daun pepaya segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/9/14/4beb22b7-d9e8-4689-9bb1-4446366b1b07.jpg
290,128,12,6.5,12.4,Daun Pete Cina,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/10/20/4d5b4825-c15e-4361-a51f-9918e6fb5835.png
291,37,2.5,0.8,6.9,Daun Poh-pohan,https://cdns.klimg.com/merdeka.com/i/w/news/2020/11/09/1240320/content_images/670x335/20201109100132-1-daun-pohpohan-001-nurul-diva-kautsar.jpg
292,301,14.2,10.9,49,Daun salam  bubuk,https://nilaigizi.com/assets/images/produk/produk_1537345863.jpg
293,62,4,0.5,10.5,Daun selasih segar,https://asset-a.grid.id/crop/0x0:0x0/780x800/photo/bobofoto/original/20908_darimanakah-biji-selasih-berasal.jpg
294,45,4.4,8,0.5,Daun Semanggi,https://d39wptbp5at4nd.cloudfront.net/media/21696_original_Daun-Semanggi-768x576.jpg
295,45,4.4,0.5,8.5,Daun semanggi segar,https://images.tokopedia.net/img/cache/700/product-1/2016/6/6/7951466/7951466_2919c0d2-eeb8-404a-b52c-01d0a2a68662.jpg
296,53,3.2,2.5,7.6,Daun simpur segar,https://www.socfindoconservation.co.id/asset/plant/537-3-dillenia-suffruticosa-griff-ex-hook.jpg
297,68,2,1,15.2,Daun singkil segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2020/7/8/a50ed9f6-7f6b-4a75-abd2-0d8b7aeb2f03.jpg
298,73,6.8,1.2,13,Daun Singkong,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/k6oXuilGJwEixYI9s0ubT/original/043951600_1631871725-Berbagai_Manfaat_Daun_Singkong_untuk_Kesehatan_Anda.jpg
299,144,12.7,1.2,25.2,Daun singkong ambon segar,https://images.tokopedia.net/img/cache/700/product-1/2019/8/23/314662615/314662615_6e886ccb-20d5-4a20-9d8b-0a5b4f874482_494_494.jpg
300,50,6.2,1.1,7.1,Daun singkong ampenan segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/1/12/3cf5787e-7ef3-4d2e-ac6b-28f9f8e2c872.jpg
301,74,6.3,0.7,10.7,Daun singkong kopang segar,https://ds393qgzrxwzn.cloudfront.net/resize/m500x500/cat1/img/images/0/xmCLZX6vfY.jpg
302,55,4,0.5,8.5,Daun Singkong lodeh,https://asset.kompas.com/crops/mxv9DRtBdiPbq6Lb9lPvPEn4Mtk=/0x0:1000x667/750x500/data/photo/2020/10/21/5f8f3ec62aee7.jpg
303,31,3.7,0.6,4.8,Daun Singkong rebus,https://img-global.cpcdn.com/recipes/0aba29b97a7b109f/680x482cq70/daun-singkong-rebus-ala-rm-padang-foto-resep-utama.jpg
304,50,6.2,1.1,7.1,Daun singkong segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/14/5b176e26-9bf1-486e-ba6f-ec448cf01472.jpg
305,36,2.6,0.9,6.1,Daun Sintrong,https://images.tokopedia.net/img/cache/700/VqbcmM/2020/12/21/69e76fb4-86ba-4508-91a3-29ba9070212e.jpg
306,27,1.3,0.2,5.9,Daun talas rebus,https://archive.netralnews.com/foto/2020/04/13/76-daun_talas_sangat_lezat_dibuat_masakan_buntil.jpg
307,59,3,0.4,13.5,Daun talas segar,https://images.tokopedia.net/img/cache/700/product-1/2019/4/21/5808648/5808648_8744c29e-b9e5-475b-9c59-48324dc3e20e_348_348.jpg
308,71,4.1,2.1,12.3,Daun Tales,https://fisipol.uma.ac.id/wp-content/uploads/2022/12/daun-talas.jpg
309,27,1.3,0.2,5.9,Daun Tales rebus,https://cdn-2.tstatic.net/belitung/foto/bank/images/buntil-daun-talas.jpg
310,70,2.9,0.3,13.9,Daun tespong segar,https://images.tokopedia.net/img/cache/700/product-1/2020/6/11/batch-upload/batch-upload_c91521e8-a510-4026-8230-9be8e1313791.jpg
311,47,2.8,0.4,10.4,Daun Ubi Jalar,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/jawapos/2022/11/daun-ubi-jalar.jpg
312,56,3.1,0.3,13,Daun Ubi Jalar kukus,https://cdnimage2.caping.co.id/news/20220228/2a/1619199045A782A517.jpg_480A0A1A80.webp
313,62,3.7,0.3,11.1,Daun ubi kuning segar,https://images.tokopedia.net/img/cache/700/hDjmkQ/2021/1/17/dd16436c-6a1f-4900-8c9e-1e7654adf66b.jpg
314,56,3.1,0.3,13,Daun ubi merah kukus,https://cdn1-production-images-kly.akamaized.net/53ShO_wlxOo4hIuWjKZKBK2QLvQ=/469x260/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2580229/original/025700500_1546586996-resep-tumis-daun-ubi-jalar.jpg
